date,time,location,State,Country_orig,Country,country_trim,country_code,operator,operator_code,flight_no,route,ac_type,registration,cn_ln,aboard,aboard_count,fatalities,fatal_count,ground,summary
17-Jan-63,15:53,Great Salt Lake, Utah,,USA,USA,5120,West Coast Airlines,28550,703,Training,Fairchild F-27,N2703,6,3   (passengers:0  crew:3),3 ,3   (passengers:0  crew:3),3 ,0,Crashed into the Great Salt Lake while practicing an emergency decent during training. Crews lack of vigilance for undetermined reason.
11-Nov-65,17:52,Salt Lake City, Utah,,USA,USA,5120,United Air Lines,27530,227,Denver - Salt Lake City,Boeing B-727-22,N7030U,18322/130,91   (passengers:85  crew:6),91 ,43   (passengers:43  crew:0),43 ,0,"The aircraft crashed short of the runway and collided with runway lights, 335 feet short of the runway, causing the main landing gear to fail followed by a fire. Too high of a descent rate during approach. Failure of the captain to take  timely action to arrest an excessive descent rate during the landing approach. Excessive sink rate is thought to have caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected. Bill Linderman, 45, champion rodeo cowboy killled."
27-Nov-65,7:15,Salt Lake City , Utah,,USA,USA,5120,Edde Airlines,11050,65/75,Salt Lake - Albuquerque,Douglas C-53-DO (DC-3A),N485,4848,13   (passengers:9  crew:4),13 ,13   (passengers:9  crew:4),13 ,0,Crashed into a hill 22 miles south of Salt Lake City after taking off in snow and poor visibility. The track was aboout 1 mile east of Pass Through mountain. Judgment of the pilot in command in initiating a VFR flight under existing weather conditions and terrain environment.
21-Feb-68,19:35,Eureka, Utah,,USA,USA,5120,Havasu City Air - Air Taxi,13130,?,?,Cessna 210,N1838F,?,3   (passengers:2  crew:1),3 ,3   (passengers:2  crew:1),3 ,0,Undetermined probable cause.
25-Aug-76,7:10,Sunnyside, Utah,,USA,USA,5120,Green River Aviation - Air Taxi,12770,?,"Sunnyside, UT - Salt Lake City, UT",Cessna 185,N9924X,?,3   (passengers:2  crew:1),3 ,3   (passengers:2  crew:1),3 ,0,"The pilot rotated the aircraft 5,000 ft. down the runway and crashed into rising terrain. Premature takeoff. Failed to abort takeoff."
18-Dec-77,1:38,Near Salt Lake City, Utah,,USA,USA,5120,United Air Lines,27530,2860,"San Francisco, CA - Salt Lake City, Utah",Douglas DC-8-54F,N8047U,45880/275,3   (passengers:0  crew:3),3 ,3   (passengers:0  crew:3),3 ,0,"While in a holding pattern because of electrical problems the cargo plane cashed into 7,600 ft. mountain. The approach controller's issuance and the flight crew's acceptance of an incomplete and ambiguous holding clearance in combination with the flight crew's failure to adhere to prescribed impairment-of-communications procedures and prescribed holding procedures. The controller's and flight crew's actions are attributed to probable habits of imprecise communication and of imprecise adherence to procedures developed through years of exposure to operations in a radar environment. Contributing to the accident was the failure of the aircraft's No.1 electrical system for unknown reasons."
18-Nov-79,4:56,Granger, Utah,,USA,USA,5120,Transamerica Airlines,26790,?,"Ogden, UT - Las Vegas, NV",Lockheed L-188CF Electra,N859U,2016,3   (passengers:0  crew:3),3 ,3   (passengers:0  crew:3),3 ,0,"During the descent the aircraft attained a high airspeed and high rate of descent and disintegrated in flight. A progressive failure in the aircraft's electrical system leading to the disabling or erratic performance of some critical flight instruments and flight instrument lighting while the flight was operating in night instrument meteorological condition. As a result of these conditions, the flight crew could not resolve the instrumentation anomalies to determine proper aircraft attitude reference, and became disoriented and lost control of the aircraft. The crew's efforts to regain control of the aircraft imposed aerodynamic loads which exceeded design limits of the aircraft and caused it to break up in flight."
15-Jan-87,12:52,Salt Lake City, Utah,,USA,USA,5120,Skywest Airlines / Private.,24360,1834,Pocatello - Salt Lake City,Swearingen SA-226TC / Mooney M-20C,N163SW / N6485U,TC-327 /,10   (passengers:8  crew:2),10 ,10   (passengers:8  crew:2),10 ,0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.  Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air traffic control system to provide collision protection."
3-Jan-93,15:40,Ogden, Utah,,USA,USA,5120,Air Taxi - South Coast Helicopters Inc.,4660,?,?,Bell 206B3,N1078V,2923,4   (passengers:3  crew:1),4 ,4   (passengers:3  crew:1),4 ,0,"The pilot was transporting personnel within a remote mountain valley in support of the commercial filming of celebrity skiers. The skiers had been filmed as they skied down a ridge, and were being flown back to the top of the ridge line. During the third go-around following three attempts to land on the ridge top landing site, the helicopter disappeared into a cloud bank and impacted the ridge at the 8,500-ft level. The pilot's continuation of VFR flight into instrument meteorological conditions, and his decision to continue his landing attempts under the adverse weather conditions."
14-Jan-01,17:29,Near Lake Point, Utah,,USA,USA,5120,Skydive Salt Lake - Charter,24220,?,Skydiving,Beech A90 King Air,N616F,LJ-165,9   (passengers:8  crew:1),9 ,9   (passengers:8  crew:1),9 ,0,"Crashed into the Great Salt Lake with skydivers during a final approach to Tooele. The pilot's exercise of poor judgment and his failure to maintain a safe altitude/clearance above the water. Contributing factors were the weather conditions that included low ceiling and visibility obscured by snow and mist, an inadequately equipped airplane for flying in instrument meteorological conditions, and the pilot's overconfidence in his personal ability in that he had reportedly done this on two previous occasions."
22-Feb-73,19:00,Londonderry, Vermont,,USA,USA,5120,Air Taxi,3820,?,"Mt. Empire, VT - Springfield, VT",Cessna 310J,N3149L,?,2   (passengers:1  crew:1),2 ,2   (passengers:1  crew:1),2 ,0,"Hit a 2,800 ft. mountain in fog and snow while descending to land. Improper IFR operation. Misunderstood ATC instructions."
1-Aug-76,15:00,Billings, Vermont,,USA,USA,5120,Mamer - Shreck  - Air Taxi,16490,?,"Billings, MT - Cody, WY",Beechcraft S35,N8681Q,?,4   (passengers:3  crew:1),4 ,3   (passengers:2  crew:1),3 ,0,Crashed in rain and low ceiling. Continued VFR flight into adverse weather.
29-Jan-90,21:00,Burlington, Vermont,,USA,USA,5120,Airborne Express,5060,?,"Burlington, VT - Albany, NY",Cessna 208B Caravan I,N4688B,208B-0169,2   (passengers:1  crew:1),2 ,2   (passengers:1  crew:1),2 ,0,"In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall."
18-Sep-91,21:55,Belvedere Center, Vermont,,USA,USA,5120,Canair Cargo,8480,?,Moncton - Hamilton,Convair CV-580,C-FICA,98,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,"The cargo plane lost control and crashed into a mountainside while en route. Failure of the first officer to maintain control of the aircraft after becoming spatially disoriented and his exceeding the design stress limits of the aircraft. Factors related to the accident were: the lack of two pilots in the cockpit, darkness, and instrument meteorological conditions at flight altitude."
4-Aug-06,9:30,Near Pownal, Vermont,,USA,USA,5120,AirNow,5240,59,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,N59BA,110-396,1   (passengers:0  crew:1),1 ,1   (passengers:0  crew:1),1 ,0,"The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility. After an aborted first try the plane circled for another attempt but struck a mountainside. The pilot's misinterpretation of the airplane's position relative to the final approach fix, which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain. Contributing to the accident were the low clouds."
17-Sep-08,17:18,Fort Myer, Virginia,,USA,USA,5120,Military - U.S. Army,18760,?,Demonstration,Wright Flyer III,?,1,2   (passengers:1  crew:1),2 ,1   (passengers:1  crew:0),1 ,0,"During a demonstration flight, a U.S. Army flyer flown by Orville Wright nose-dived into the ground from a height of approximately 75 feet, killing Lt. Thomas E. Selfridge, 26, who was a passenger. This was the first recorded airplane fatality in history.  One of two propellers separated in flight, tearing loose the wires bracing the rudder and causing the loss of control of the aircraft.  Orville Wright suffered broken ribs, pelvis and a leg.  Selfridge suffered a crushed skull and died a short time later."
21-Feb-22,?,Near Norfolk, Virginia,,USA,USA,5120,Military - U.S. Army Air Service,18830,?,?,Dirigible Roma (airship),?,?,45   (passengers:?  crew:?),45 ,34   (passengers:?  crew:?),34 ,0,Crashed from a height of 500 ft. after experiencing control problems cause by malfunctioning controls.
2-Jun-33,?,Bowling Green, Virginia,,USA,USA,5120,Eastern Air Transport,11010,?,?,Pitcairns PA-6,?,?,1   (passengers:0  crew:1),1 ,1   (passengers:0  crew:1),1 ,0,The mail plane crashed into a ravine.
31-Aug-40,14:41,Near Lovettsville, Virginia,,USA,USA,5120,Pennsylvania Central Airlines,21310,19,Washington D.C. - Detroit,Douglas DC-3,NC21789,2188,25   (passengers:21  crew:4),25 ,25   (passengers:21  crew:4),25 ,0,"The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain.  Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane, with resulting loss of control. With limited accident investigation tools at the time, the most likely cause was the plane flying into windshear.  U.S. Senator Ernest Lundeen from Minnesota killed."
7-Nov-44,?,Off Hampton Roads, Virginia,,USA,USA,5120,Military - US Navy,19020,?,?,?,?,?,13   (passengers:?  crew:?),13 ,13   (passengers:?  crew:?),13 ,0,Crashed into the ocean.
23-Feb-45,2:25,Marion, Virginia,,USA,USA,5120,American Airlines,5870,9,New York City - Los Angeles,Douglas DC-3,NC18142,2138,22   (passengers:19  crew:3),22 ,17   (passengers:15  crew:2),17 ,0,"The aircraft flew into the summit of Glade mountain at 3,900 ft., in heavy rain and turbulence  while en route. The pilot's failure to properly  plan the flight and remain at a safe instrument altitude under existing conditions. A contributing cause of the accident was the company's laxity in dispatching and supervising the flight."
16-May-46,c 01:00,Richmond, Virginia,,USA,USA,5120,Viking Air Transport,28160,?,Richmond - Atlanta,Douglas DC-3,NC53218,19626,27   (passengers:25  crew:2),27 ,27   (passengers:25  crew:2),27 ,0,"Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time, an engine was shut down because it was running rough. The pilot apparently shut down the wrong engine. The plane stalled and crashed to earth, nose first. Inability of the crew to maintain adequate control of the aircraft to effect an emergency single-engine instrument approach under adverse weather conditions."
12-Jan-47,1:38,Near Galax, Virginia,,USA,USA,5120,Eastern Air Lines,10970,665,"Akron, OH - Winston/Salem, NC",Douglas DC-3,NC88872,3274,19   (passengers:16  crew:3),19 ,18   (passengers:15  crew:3),18 ,0,"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft.  A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was."
13-Jun-47,18:16,Leesburg, Virginia,,USA,USA,5120,Pennsylvania Central Airlines,21310,410,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),NC88842,3112,50   (passengers:47  crew:3),50 ,50   (passengers:47  crew:3),50 ,0,"The aircraft crashed into a ridge at Lookout Rock, 8 miles SE of Charles Town, WV during a rainstorm. The action of the pilot in descending below the minimum en route altitude under conditions of weather which prevented adquate visual reference to the ground.  A contributing cause was the faulty clearance given by ATC."
1-Nov-49,c 11:45,Arlington, Virginia,,USA,USA,5120,Eastern Air Lines / Military - Bolivian Air Force,10980,537,Boston - Washington D.C. - New Orleans,Douglas C-54B / P-38,N88727/NX26927,18365 /,55   (passengers:51  crew:4),55 ,55   (passengers:51  crew:4),55 ,0,"Midair collision. The P-38 hit the airliner from above. Both planes crashed into the Potomac River. The pilot of the P-38 survived and was accused of causing the accident by executing  a straight in approach without proper clearance. He was later tried and cleared of the charges. ATC error.  George Bates, U.S. Representative from Massachusetts and Michael Kennedy, U.S. Representative from New York killed. Helen Hokinson, 56, cartoonist for the New Yorker magazine, also among the dead."
30-Oct-59,20:40,Waynesborough, Virginia,,USA,USA,5120,Piedmont Airlines,21520,349,"Washington DC - Charlottsville, VA",Douglas DC-3,N55V,20447,27   (passengers:24  crew:3),27 ,26   (passengers:23  crew:3),26 ,0,Crashed into Bucks Elbow Mountain during an ILS approach to Charlottesville Airport. Navigational omission resulting in an off course approach. It took thirty-six hours before the lone survivor was rescued.  A navigational omission which resulted in a lateral course error that was not detected and corrected through precision instrument flying procedures. A contributing factor to the accident may have been pre-occupation of the captain resulting from mental stress.
